"id_unique","cd_ref","lb_nom","N°_Taxinomique_BDNFF","N°_Nomenclatural_BDNFF","code_CATMINAT","NOM_SCIENTIFIQUE","TYPE_BIOLOGIQUE","indicat_phytoscio_caract","caract_eco_hab_optimal","INDICATION_DIFFERENTIELLE_1","INDICATION_DIFFERENTIELLE_2","Lichtzahl","Temperaturzahl","Kontinentalitat","Feuchtzahl","Reaktionszahl","rang_taxinomique","CHOROLOGIE","inflorescence","sexualité","ordre_maturation","pollinisation","fruit","dissémination","couleur_fleur","macule","floraison","type_ligneux","Hauteur_végétative_maximum (m)","MODELE ARCHITECTURAL","FORMATION_VEGETALE","INDICATION_CARACTERISTIQUE_TRANSGRESSIVE","INDICATION_DIFFERENTIELLE_3","Lumière","Température","Continentalité","Humidité_atmosphérique","Humidité_édaphique","Réaction_du_sol_(pH)","Niveau_trophique","Salinité","Texture","Matière_organique","Nutrients","Salz","CLASSE_(-opsida)","SUBCLASSE_(-idae)","Clade_intermédiaire","SUPERORDRE_(-anae)","Clade_intermédiaire_1","Clade_intermédiaire_2","Clade_intermédiaire_3","ORDRE_(-ales)","FAMILLE_(-aceae)","numSpA","numSpB","numSpH","nomA","nomB","nomH","Life strategy"
"3172",161057,"Elodea densa","6065",NULL,"03/2.0.2","Elodea densa (Planch.) Casp., 1857","Hsto-aqua","Callitricho obtusangulae–Ranunculetalia peltati (Passarge 1978) Julve 2004 ord. nov. hoc loco","herbiers aquatiques vivaces, enracinés, européens, des eaux douces à saumâtres, peu profondes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","cosmopolite",NULL,NULL,NULL,"entomogame","capsule","hydrochore","blanc",NULL,NULL,NULL,"2","Stone","hémicryptophytaie","Cabombo furcatae - Nymphaeetea amplae Borhidi & Del Risco in Borhidi, Muñiz & Del Risco (1979) 1983 ex Borhidi 1996",NULL,7,6,5,9,12,6,7,0,1,8,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots","Lilianae","Monocots","Monocots","Monocots","Alismatales","Hydrocharitaceae",0,0,155,NULL,NULL,"Egeria densa",NULL
"3173",161077,"Asplenium cuneifolium subsp. cuneifolium","31195","77208","07/2.0.3.0.5","Asplenium cuneifolium subsp. cuneifolium Viv., 1808","grhi","Asplenion cuneifolii Braun–Blanquet & Tüxen 1943 nn","chasmophytes de parois européennes, serpentinicoles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"subsp(uni)","européen méridional",NULL,"monoïque",NULL,"hydrogame",NULL,"anémochore",NULL,NULL,NULL,NULL,NULL,"Tomlinson","hémicryptophytaie",NULL,NULL,6,5,8,4,4,6,3,0,9,1,NULL,NULL,"Polypodiopsida","Magnoliidae",NULL,"Filicanae",NULL,NULL,NULL,"Polypodiales","Aspleniaceae",0,0,51,NULL,NULL,"Asplenium cuneifolium",NULL
"3174",161103,"Isoetes longissima","7423","77234","04/4.","Isoetes longissima Bory, 1844","hces","Isoetetea longissimae (Braun–Blanquet & Tüxen 1943) de Foucault 1988","parvogéophytaies amphibies, oligotrophiles, euryméditerranéennes","Hydrocotylo vulgaris - Baldellion ranunculoidis Tüxen & Dierßen in Dierßen 1972 ex Dierßen 1975",NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen",NULL,"monoïque",NULL,"hydrogame",NULL,"hydrochore",NULL,NULL,"5-9",NULL,"0.15","Corner","hémicryptophytaie",NULL,NULL,9,8,3,6,8,6,2,0,4,8,NULL,NULL,"Lycopodiopsida","Lycopodiidae",NULL,NULL,NULL,NULL,NULL,"Isoetales","Isoetaceae",0,0,12929,NULL,NULL,"Isoetes velata",NULL
"3175",161285,"Hieracium trachselianum","31246","77435","08/2.2.1.0.10","Hieracium trachselianum Christener, 1860","hros","Potentillion caulescentis Braun–Blanquet in Braun–Blanquet & Jenny 1926","lithophytes des dalles en pente de falaises basophiles, subalpins à montagnards, alpiens et auvergnat",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","orophyte alpien occ.",NULL,"hermaphrodite",NULL,"apogame","akène","anémochore","jaune",NULL,NULL,NULL,"0.6","Stone","hémicryptophytaie",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,8,1,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Asterales","Asteraceae",0,0,17076,NULL,NULL,"Hieracium trachselianum *",NULL
"3176",161345,"Rosa marginata","31269","77514","15/4.0.2.0.5","Rosa marginata Wallr., 1815","b-cad","σb Ribesion alpini Julve 2025","fourré d'arbrisseaux basophiles, centro-européens",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","européen","corymbe","hermaphrodite",NULL,"entomogame","akène","endozoochore",NULL,NULL,NULL,"arbrisseau","2","Champagnat","nanophanérophytaie",NULL,NULL,8,4,6,5,5,5,5,0,3,3,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Rosales","Rosaceae",0,16511,0,NULL,"Rosa marginata B *",NULL,NULL
"3177",161380,"Centaurea jacea subsp. jacea","31301","77557","12/1.1.1.0.2","Centaurea jacea subsp. jacea L., 1753","heri","Arrhenatherion elatioris subsp. elatioris Luquet 1926","prairies mésohydriques fauchées, mésothermes, planitiaires à montagnardes inférieures","Lathyro linifolii - Trisetenion flavescentis Dierschke 1981 ex de Foucault 2016","Alchemillo xanthochlorae - Cynosurenion cristati Passarge 1969",NULL,NULL,NULL,NULL,NULL,"subsp","eurasiatique","cyme de capitules","hermaphrodite",NULL,"entomogame, autogame","akène","myrmécochore","rose",NULL,"6-9",NULL,"0.6","Stone","hémicryptophytaie",NULL,"Bromopsietalia erectae Koch 1926",8,4,6,5,5,6,5,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Asterales","Asteraceae",0,0,3013,NULL,NULL,"Centaurea jacea",NULL
"3178",161577,"Physalis philadelphica","31405","77765","13/4.","Physalis philadelphica Lam., 1786","Tver","Sisymbrietea officinalis Korneck 1974","friches annuelles rudérales, européennes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","cosmopolite","cyme unipare hélicoïde","hermaphrodite",NULL,"entomogame","baie","endozoochore",NULL,NULL,NULL,NULL,NULL,"Acosta","thérophytaie",NULL,NULL,8,5,5,5,5,6,7,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Solanales","Solanaceae",0,0,15696,NULL,NULL,"Physalis philadelphica",NULL
"3179",161601,"Lamium galeobdolon subsp. flavidum","31407","77790","10/3.","Lamium galeobdolon subsp. flavidum (F.Herm.) Á.Löve & D.Löve, 1961","hsto","Anemono nemorosae–Caricetea sylvaticae Gillet 1986 em. Julve 1993","sous-bois herbacés médio-européens, planitiaires à montagnards",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"subsp","européen","glomérules","hermaphrodite","homogame","entomogame","akène","myrmécochore","jaune",NULL,NULL,NULL,"0.4","Leeuwenberg","hémicryptophytaie",NULL,NULL,4,3,8,7,6,7,5,0,7,1,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Lamiales","Lamiaceae",0,0,2510,NULL,NULL,"Lamiastrum gal. flavidum",NULL
"3180",161683,"Scorzonera undulata","31418","77885","13/31.0.2.0.1","Scorzonera undulata Vahl, 1791","grhi","Brachypodion phoenicoidis Braun–Blanquet 1931","pelouses basophiles mésoméditerranéennes, mésohydriques, sur sol relativement profond",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen","racème de capitules","hermaphrodite",NULL,"entomogame","akène","anémochore","jaune",NULL,NULL,NULL,NULL,"Tomlinson","hémicryptophytaie",NULL,NULL,5,8,3,3,3,8,4,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Asterales","Asteraceae",0,0,14548,NULL,NULL,"Scorzonera undulata",NULL
"3181",161684,"Hieracium jurassicum","11493","77886","10/2.0.1.0.6","Hieracium jurassicum Griseb., 1853","heri","Laserpition sileris Misset 2014","ourlets externes basophiles à grandes herbes, alpiens méridionaux, mésoxérophiles, mésotrophiles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","européen",NULL,"hermaphrodite",NULL,"apogame","akène","anémochore","jaune",NULL,NULL,NULL,NULL,"Stone","hémicryptophytaie",NULL,NULL,5,2,2,7,7,8,5,0,3,3,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Asterales","Asteraceae",0,0,16982,NULL,NULL,"Hieracium subperfoliatum",NULL
"3182",161776,"Oncostema peruviana","6378","77988","12/1.2.3.0.1","Oncostema peruviana (L.) Speta, 1987","gbul","Agrostio stoloniferae–Scirpoidion holoschoeni de Foucault in de Foucault & Catteau 2012","prairies hygrophiles, thermophiles, mésoméditerranéennes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen","corymbe","hermaphrodite",NULL,"entomogame","capsule","barochore","bleu",NULL,"4-6",NULL,"0.6","Chamberlain","hémicryptophytaie",NULL,NULL,8,8,3,7,6,6,5,0,4,8,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots",NULL,"Monocots","Monocots","Monocots","Asparagales","Asparagaceae",0,0,1,NULL,NULL,"Scilla peruviana",NULL
"3183",161781,"Prospero obtusifolium","14390","77993","10/6.0.3.0.4","Prospero obtusifolium (Poir.) Speta, 1982","gbul","Leontodonto tuberosi–Bellidion sylvestris Biondi, Filigheddu & Farris 2001 ","ourlets mésohydriques, mésoeutrophiles, méditerranéens",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen occidental",NULL,"hermaphrodite",NULL,"entomogame","capsule","barochore","rose",NULL,NULL,NULL,NULL,"Corner","hémicryptophytaie",NULL,NULL,8,8,3,5,5,4,3,0,3,4,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots",NULL,"Monocots","Monocots","Monocots","Asparagales","Asparagaceae",0,0,11813,NULL,NULL,"Scilla obtusifolia",NULL
"3184",161784,"Tractema lilio-hyacinthus","6376","77996","10/3.0.1.0.3","Tractema lilio-hyacinthus (L.) Speta, 1998","gbul","Actaeo spicatae–Mercurialion perennis Gillet 1986 prov.","sous-bois herbacés médio-européens, basophiles, montagnards à planitiaires, des ubacs ou gorges profondes aérohygrophiles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","atlantique","racème simple","hermaphrodite",NULL,"entomogame","capsule","barochore","bleu",NULL,"4-6",NULL,"0.4","Chamberlain","hémicryptophytaie",NULL,NULL,4,3,3,7,5,5,6,0,2,3,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots",NULL,"Monocots","Monocots","Monocots","Asparagales","Asparagaceae",0,0,12745,NULL,NULL,"Scilla lilio-hyacinthus",NULL
"3185",161795,"Seseli montanum subsp. nanum","293","78007","11/7.0.1.0.2","Seseli montanum subsp. nanum (Dufour) O.Bolòs & Vigo, 1974","heri","Oxytropido halleri–Caricion myosuroidis Braun–Blanquet 1949","pelouses basophiles alpines climaciques, pyrénéennes, chionophobes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"subsp","orophyte pyrénéen","ombelle d'ombellules","hermaphrodite",NULL,"entomogame","akène","barochore","blanc, rose",NULL,"8-9",NULL,NULL,"Stone","hémicryptophytaie",NULL,NULL,8,1,3,4,5,8,2,0,6,7,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Apiales","Apiaceae",0,0,11863,NULL,NULL,"Seseli nanum",NULL
"3186",161872,"Koelreuteria paniculata","31439","78088","16/10.","Koelreuteria paniculata Laxm., 1772","a-cad","σa Crataego monogynae–Coryletea avellanae Julve 2023","grpts de petits arbres surtout endozoochores et polyarchiques, dilués en sous-bois des forêts ou en écotones de lisières stabilisées en limite de la forêt climacique.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","introduit (Asie orient.)",NULL,"hermaphrodite",NULL,"entomogame",NULL,NULL,"jaune",NULL,NULL,"petit arbre","10","Scarrone","parvophanérophytaie",NULL,NULL,7,6,4,6,6,5,5,0,3,3,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Sapindales","Sapindaceae",0,16430,0,NULL,"Koelreuteria paniculata B",NULL,NULL
"3187",162005,"Arum pictum subsp. pictum",NULL,NULL,"10/6.0.3.0.5","Arum pictum subsp. pictum L.f., 1782","gtub","Allion triquetri O. de Bolòs 1967","ourlets mésohydriques, eutrophiles, méditerranéens",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"subsp(uni)","méditerranéen (baléarico-corso-sarde)","spadice","monoïque",NULL,"entomogame","baie","endozoochore","bleu",NULL,"10-11",NULL,"0.2","Chamberlain","hémicryptophytaie",NULL,NULL,7,8,3,4,5,8,4,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots","Lilianae","Monocots","Monocots","Monocots","Arales","Araceae",0,0,11484,NULL,NULL,"Arum pictum",NULL
"3188",162008,"Eragrostis virescens subsp. virescens",NULL,NULL,"13/4.0.1","Eragrostis virescens subsp. virescens J.Presl, 1830","test","Sisymbrietalia officinalis J. Tüxen in Lohmeyer, A. & W. Matuszkiewicz, Merker, Moore, Müller, Oberdorfer, Poli, Seibert, Sukopp, Trautmann, J. Tüxen, R. Tüxen, & Westhoff 1962 ex Görs 1966","friches annuelles médio-européennes, subnitrophiles à nitrophiles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"subsp(uni)","introduit (Amér.)","panicule d'épillets","hermaphrodite",NULL,"anémogame","caryopse","barochore","vert",NULL,NULL,NULL,NULL,"Tomlinson","thérophytaie",NULL,NULL,7,7,4,4,4,6,7,0,5,1,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots","Lilianae","Monocots","Monocots","Monocots","Poales","Poaceae",0,0,15719,NULL,NULL,"Eragrostis virescens *",NULL
"3189",162131,"Himantoglossum robertianum","6418","78357","13/32.","Himantoglossum robertianum (Loisel.) P.Delforge, 1999","gtub","Charybdido pancratii–Asphodeletea ramosi Biondi in Biondi, Pesaresi, Galdenzi, Gasparri, Biscotti, del Viscio & Casavecchia 2016","friches herbacées vivaces, méso-eutrophiles, thermo- à mésoméditerranéennes, de méditerranée centrale et orientale","Helichrysion italici Paradis & Piazza 1995",NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen","épi simple","hermaphrodite",NULL,"entomogame","capsule","anémochore","rose","rose","1-4",NULL,NULL,"Tomlinson","géophytaie",NULL,NULL,9,8,3,5,5,7,5,0,2,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots",NULL,"Monocots","Monocots","Monocots","Asparagales","Orchidaceae",0,0,11562,NULL,NULL,"Barlia robertiana",NULL
"3190",162132,"Anacamptis coriophora subsp. coriophora","13030","78358","06/1.1.2.0.5","Anacamptis coriophora subsp. coriophora (L.) R.M.Bateman, Pridgeon & M.W.Chase, 1997","gtub","Molinion caeruleae Koch 1926 em. Braun–Blanquet 1947","moliniaies des prés paratourbeux médio-européens, basophiles",NULL,NULL,"8","7","4","7","4","subsp","européen","épi simple","hermaphrodite",NULL,"entomogame","capsule","anémochore","rose","rose","4-6",NULL,"0.4","Tomlinson","hémicryptophytaie",NULL,NULL,8,6,4,7,7,6,2,0,2,9,"2","0","Magnoliopsida","Magnoliidae","Monocots",NULL,"Monocots","Monocots","Monocots","Asparagales","Orchidaceae",0,0,763,NULL,NULL,"Orchis coriophora",NULL
"3191",162135,"Anacamptis laxiflora subsp. laxiflora",NULL,NULL,"12/1.2.1.2.1","Anacamptis laxiflora subsp. laxiflora (Lam.) R.M.Bateman, Pridgeon & M.W.Chase, 1997","gtub","Molinio caeruleae–Hordeion secalini Horvatić 1934","prairies hygrophiles fauchées, méditerranéo-atlantiques, glycophiles à subhalophiles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"subsp(uni)","eurasiatique méridional","épi simple","hermaphrodite",NULL,"entomogame","capsule","anémochore","rose","blanc","4-6",NULL,"0.7","Tomlinson","hémicryptophytaie",NULL,NULL,8,7,3,8,7,7,5,0,1,8,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots",NULL,"Monocots","Monocots","Monocots","Asparagales","Orchidaceae",0,0,772,NULL,NULL,"Orchis laxiflora",NULL
"3192",162136,"Anacamptis palustris subsp. palustris","30555","78363","06/1.1.2","Anacamptis palustris subsp. palustris (Jacq.) R.M.Bateman, Pridgeon & M.W.Chase, 1997","gtub","Molinio caeruleae–Caricetalia davallianae Julve 1983 em. de Foucault 1984","hémicrypto-géophytaies des tourbières basses médio-européennes à boréo-subalpines, basophiles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"subsp(uni)","européen","épi simple","hermaphrodite",NULL,"entomogame","capsule","anémochore","rose","rose","5-7",NULL,"0.8","Tomlinson","hémicryptophytaie",NULL,NULL,9,6,4,8,8,7,2,1,1,9,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots",NULL,"Monocots","Monocots","Monocots","Asparagales","Orchidaceae",0,0,771,NULL,NULL,"Orchis lax. palustris",NULL
"3193",162145,"Gymnadenia austriaca","12771",NULL,"09/20.","Gymnadenia austriaca (Teppner & E.Klein) P.Delforge, 1998","gtub","Seslerietea caeruleae Braun–Blanquet 1948 em. Oberdorfer 1978","pelouses basophiles boréo-subalpines, pionnières, chionophiles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","orophyte européen","épi simple","hermaphrodite",NULL,"entomogame","capsule","anémochore","rose",NULL,"6-7",NULL,"0.2","Tomlinson","hémicryptophytaie",NULL,NULL,8,2,5,7,4,8,2,0,3,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots",NULL,"Monocots","Monocots","Monocots","Asparagales","Orchidaceae",0,0,11875,NULL,NULL,"Gymnadenia nig. austriaca *",NULL
"3194",162206,"Neotinea tridentata (Scop.) R.M.Bateman, Pridgeon & M.W.Chase, 1997","6550","78434","09/3.","Neotinea tridentata (Scop.) R.M.Bateman, Pridgeon & M.W.Chase, 1997","gtub","Phlomido lychnitidis - Brachypodion retusi (Rivas-Martínez 1978) Mateo 1983","pelouses basophiles mésoméditerranéennes, mésoxérophiles",NULL,NULL,"9","7","4","3","9","esp","européen méridional","épi simple","hermaphrodite",NULL,"entomogame","capsule","anémochore","rose",NULL,"4-5",NULL,NULL,"Tomlinson","hémicryptophytaie",NULL,NULL,9,7,4,4,4,9,2,0,3,2,"2","0","Magnoliopsida","Magnoliidae","Monocots",NULL,"Monocots","Monocots","Monocots","Asparagales","Orchidaceae",0,0,765,NULL,NULL,"Orchis tridentata",NULL
"3195",162292,"Pinus brutia","31478","78525","19/1.0.3","Pinus brutia Ten., 1811","a-semp","Pinetalia halepensis Biondi, Blasi, Galdenzi, Pesaresi & Vagge in Biondi, Allegrezza, Casavecchia, Galdenzi, Gasparri, Pesaresi, Vagge & Blasi 2014","pinèdes pionnières thermo à mésoméditerranéennes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen oriental","cône","monoïque",NULL,"anémogame","cône","anémochore",NULL,NULL,NULL,"arbre","20","Rauh","magnophanérophytaie",NULL,NULL,8,9,3,3,3,7,4,0,5,4,NULL,NULL,"Pinopsida","Pinidae",NULL,NULL,NULL,NULL,NULL,"Pinales","Pinaceae",16741,0,0,"Pinus brutia A",NULL,NULL,NULL
"3196",162352,"Ziziphus jujuba","4628","78590","15/26.","Ziziphus jujuba Mill., 1768","B-cad","σB Myrto communis–Rhamnetea alaterni Julve 2026","matorrals d'arbustes méditerranéens ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","introduit (Asie orient.)","racème de racèmes","hermaphrodite",NULL,"anémogame","drupe","endozoochore",NULL,NULL,NULL,"arbuste","8","Fagerlind","microphanérophytaie",NULL,NULL,8,8,3,3,4,7,4,0,4,2,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Rosales","Rhamnaceae",0,12585,0,NULL,"Ziziphus jujuba B",NULL,NULL
"3197",162353,"Poa annua var. annua","31496","78591","13/7.","Poa annua var. annua L., 1753","test(hbis)","Lepidio squamati–Polygonetea avicularis subsp. depressi Lohmeyer 1970","annuelles eutrophiles des tonsures surpiétinées","Lysimachienion minimae (Rivas Goday 1964) Pietsch 1973",NULL,NULL,NULL,NULL,NULL,NULL,"var","cosmopolite","panicule d'épillets","hermaphrodite","protandre","anémogame, autogame","caryopse","barochore","vert",NULL,"1-12",NULL,"0.4","Acosta","thérophytaie",NULL,NULL,7,5,5,4,5,5,8,1,3,3,NULL,NULL,"Magnoliopsida","Magnoliidae","Monocots","Lilianae","Monocots","Monocots","Monocots","Poales","Poaceae",0,0,307,NULL,NULL,"Poa annua",NULL
"3198",434096,"Ditrichum zonatum","B556","B351","10/B1.0.1.0.2","Ditrichum zonatum (Brid.) Kindb","C","Pogonation urnigeri","pionnier, sciaphile, humicole, acidophile, montagnard, sol sablo-limoneux mésohydrique",NULL,NULL,"8","1","6","6","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"c"
"3199",162474,"Pseudotsuga menziesii var. glauca","31512","78720","17/5.","Pseudotsuga menziesii var. glauca (Beissn.) Franco, 1950","A-semp","Tsugo heterophyllae–Thujetea plicatae Knapp 1957","associations arborescentes climaciques des forêts sempervirentes, aciculifoliées, du tempéré modal océanique montagnard NW américain",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"var","introduit (Amér. du nord occ.)","cône","monoïque",NULL,"anémogame","cône","anémochore",NULL,NULL,NULL,"grand arbre","67","Massart","magnophanérophytaie","σA Fraxino excelsioris - Quercetea roboris Gillet 1986 ex Julve 1993",NULL,8,4,5,6,5,5,5,0,3,5,NULL,NULL,"Pinopsida","Pinidae",NULL,NULL,NULL,NULL,NULL,"Pinales","Pinaceae",16575,0,0,"Pseudotsuga menziesii v. glauca A *",NULL,NULL,NULL
"3200",162475,"Pseudotsuga menziesii var. menziesii","31513","78721","17/5.","Pseudotsuga menziesii var. menziesii (Mirb.) Franco, 1950","A-semp","Tsugo heterophyllae–Thujetea plicatae Knapp 1957","associations arborescentes climaciques des forêts sempervirentes, aciculifoliées, du tempéré modal océanique montagnard NW américain",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"var","introduit (Amér. du nord occ.)","cône","monoïque",NULL,"anémogame","cône","anémochore",NULL,NULL,NULL,"grand arbre","75(120)","Massart","magnophanérophytaie","σA Fraxino excelsioris - Quercetea roboris Gillet 1986 ex Julve 1993",NULL,8,4,3,6,5,5,5,0,3,5,NULL,NULL,"Pinopsida","Pinidae",NULL,NULL,NULL,NULL,NULL,"Pinales","Pinaceae",93,7258,7259,"Pseudotsuga menziesii A","Pseudotsuga menziesii B","Pseudotsuga menziesii H",NULL
"3201",444455,"Senecio transiens","1184","80213","02/2.0.2.0.2","Senecio transiens (Rouy) Jeanm., 2003","tver","Polypogonion subspathacei Gamisans 1991","annuelles des tonsures subnitrophiles maritimes, thermophiles, corso-sardes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen (corso-sarde)","corymbe de capitules","hermaphrodite",NULL,"entomogame, autogame","akène","anémochore","jaune",NULL,"3-5",NULL,NULL,"Leeuwenberg","thérophytaie",NULL,NULL,9,8,1,5,5,7,7,5,4,1,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Asteranae","Eudicots","Eudicots","Eudicots","Asterales","Asteraceae",0,0,10055,NULL,NULL,"Senecio transiens *",NULL
"3202",447038,"Ceratonia siliqua","2841","16142","15/25.","Ceratonia siliqua L., 1753","a-semp","σa Pistacio terebenthi–Phillyreetea latifoliae Julve 2025",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","méditerranéen","racème simple","hermaphrodite",NULL,"anémogame","gousse","endozoochore","vert",NULL,"8-10","petit arbre","15","Rauh","magnophanérophytaie",NULL,NULL,8,9,3,3,4,6,6,0,3,3,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots","Rosanae","Eudicots","Eudicots","Eudicots","Fabales","Fabaceae",7372,7373,7374,"Ceratonia siliqua A","Ceratonia siliqua B","Ceratonia siliqua H",NULL
"3203",447414,"Nelumbo nucifera","30698","75750","03/2.0.1.0.1","Nelumbo nucifera Gaertn., 1788","Grhi-aqua","Nymphaeion albae Oberdorfer 1957","herbiers aquatiques, vivaces, enracinés, européens, des eaux douces profondes, eutrophiles à mésotrophiles, planitiaire à collinéen",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"esp","introduit (Asie mér.)",NULL,"hermaphrodite",NULL,"entomogame","capsule","hydrochore","rose","blanc",NULL,NULL,"2","Bell","hémicryptophytaie","Nelumboion nuciferae Losev & Golub in Golub, Losev & Mirkin 1991",NULL,8,4,4,9,11,NULL,7,0,3,8,NULL,NULL,"Magnoliopsida","Magnoliidae","Eudicots",NULL,"Eudicots","Eudicots","Eudicots","Proteales","Nelumbonaceae",0,0,1094,NULL,NULL,"Nelumbo nucifera",NULL
