"CD_NOM","NOM_VALIDE","NOM_VERN","INTERET_PACA","PROTECTION_PACA","CARACTERISATION_ECOLOGIQUE_.HABITAT_OPTIMAL.","floraison","changefloraison","Janvier","Février","Mars","Avril","Mai","Juin","Juillet","Août","Septembre","Octobre","Novembre","Décembre"
"111637","Orobanche pubescens d'Urv., 1822","Orobanche pubescente","FORT","-","friches vivaces mésoxérophiles européennes","4-5","","","","","X","X","","","","","","",""
"111651","Orobanche rigens Loisel., 1807","Orobanche raide","MODERE","-","landes orophiles pulviniformes corso-sardes","4-5","","","","","X","X","","","","","","",""
"111661","Orobanche salviae F.W.Schultz ex W.D.J.Koch, 1833","Orobanche de la sauge","TRES FORT","-","sous-bois herbacés médio-européens, basophiles, mésohygrophiles à mésohygroclines","6-8","","","","","","","X","X","X","","","",""
"111664","Orobanche sanguinea C.Presl, 1822","Orobanche sanguine, Orobanche rouge sang","TRES FORT","-","pelouses basophiles thermoméditerranéennes, maritimes, corso-sardes","4-6","","","","","X","X","X","","","","","",""
"111665","Orobanche santolinae Loscos & J.Pardo, 1863","Orobanche de la santoline","FORT","-","garrigues méditerranéennes occidentales à subméditerranéennes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"611038","Orobanche serbica Beck & Petrovi?, 1885","Orobanche de Serbie, orobanche d'Ozanon","TRES FORT","-","pelouses des adrets montagnards supérieurs des alpes méridionales","7-7","","","","","","","","X","","","","",""
"810946","Orobanche staehelinae D.Pav., Michaud, Véla & J.-M.Tison, 2015","Orobanche de la stéhéline","TRES FORT","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"113090","Phelipanche arenaria (Borkh.) Pomel, 1874","Phélipanche des sables, Phélypée des sables, Orobanche des sables, Orobanche lisse","FORT","-","pelouses arénicoles basophiles, médio-européennes occidentales, mésoxérophiles","6-8","","","","","","","X","X","X","","","",""
"610876","Phelipanche camphorosmae Carlón, G.Gómez, M.Laínz, Moreno Mor., Ó.Sánchez & Schneew., 2008","Phélipanche à odeur de camphre","MAJEUR","-","garrigues méso à subméditerranéennes occidentales","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"113093","Phelipanche cernua Pomel, 1874","Phélipanche penchée","FORT","-","friches vivaces rudérales méditerranéennes occidentales à centrales, mésohydriques à mésoxérophiles","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"113096","Phelipanche lavandulacea (F.W.Schultz) Pomel, 1874","Phélipanche couleur lavande, Orobanche couleur de lavande, Orobanche couleur lavande","TRES FORT","-","pelouses basophiles mésoméditerranéennes, mésohydriques, sur sol relativement profond","4-6","","","","","X","X","X","","","","","",""
"610877","Phelipanche olbiensis (Coss.) Carlón, G.Gómez, M.Laínz, Moreno Mor., Ó.Sánchez & Schneew., 2008","Phélipanche d'Hyères, Orobanche d'Hyères","MAJEUR","-","pelouses des sables basophiles, euryméditerranéennes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"112568","Pedicularis ascendens Schleich. ex Gaudin, 1810","Pédiculaire ascendante, Pédiculaire élevée","FORT","PR","pelouses acidophiles alpino-alpiennes climaciques, chionophobes","7-8","","","","","","","","X","X","","","",""
"112573","Pedicularis cenisia Gaudin, 1829","Pédiculaire du mont Cenis","FORT","-","pelouses acidophiles alpino-alpiennes climaciques, chionophobes","7-8","","","","","","","","X","X","","","",""
"138627","Pedicularis comosa L., 1753","Pédiculaire chevelue, Pédiculaire à toupet","FORT","-","pelouses acidophiles ouvertes, alpines, chionophiles, mésohydriques, des ubacs pyrénéens","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"112590","Pedicularis palustris L., 1753","Pédiculaire des marais, Tartarie rouge","TRES FORT","-","parvocariçaies et jonçaies des tourbières médio-européennes à boréo-subalpines, acidophiles","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"112590","Pedicularis palustris L., 1753","Pédiculaire des marais, Tartarie rouge","TRES FORT","-","parvocariçaies et jonçaies des tourbières médio-européennes à boréo-subalpines, acidophiles","5-8","","","","","","X","X","X","X","","","",""
"138634","Pedicularis palustris subsp. palustris L., 1753","Pédiculaire des marais, Tartarie rouge","DD","PR",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"112592","Pedicularis recutita L., 1753","Pédiculaire tronquée","MODERE","PN","hémicryptophytaies des sources neutrophiles, montagnardes à subalpines","7-8","","","","","","","","X","X","","","",""
"97775","Euphrasia nana (Rouy) Prain, 1913","Euphraise naine","MODERE","-","pelouses acidophiles supra à oroméditerranéennes, corso-sardes","7-10","","","","","","","","X","X","X","X","",""
"105148","Lathraea squamaria L., 1753","Lathrée écailleuse, Clandestine écailleuse","FAIBLE","PR","sous-bois herbacés médio-européens, basophiles, mésohygrophiles à mésohygroclines","3-5","","","","X","X","X","","","","","","",""
"107132","Odontites glutinosus (M.Bieb.) Benth., 1846","Odontite glutineux, Macrosyringion glutineux, Euphraise visqueuse","FORT","PR","annuelles pionnières nitrophiles des clairières et lisières européennes, psychrophiles","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"717307","Melampyrum subalpinum (Jur.) A.Kern., 1863","Mélampyre subalpin","MODERE","-","ourlets externes à internes, acidophiles, montagnards","6-8","","","","","","","X","X","X","","","",""
"109703","Nothobartsia spicata (Ramond) Bolliger & Molau, 1992","Nothobartsie en épi, Bartsie en épi","TRES FAIBLE","PN","lithophytes des replats de falaises basophiles, orophiles, pyrénéennes","8-9","","","","","","","","","X","X","","",""
"109826","Odontites cebennensis H.J.Coste & Soulié, 1906","Odontite des Cévennes, Odontitès des Cévennes, Odontite des Causses, Euphraise des Cévennes","FORT","-","annuelles des tonsures basophiles, aéromésohydriques, méso à subméditerranéennes","8-10","","","","","","","","","X","X","X","",""
"109828","Odontites corsicus (Loisel.) G.Don, 1838","Odontite de Corse, Euphraise de Corse, Odontitès de Corse","MODERE","-","pelouses acidophiles supra à oroméditerranéennes, corso-sardes","7-9","","","","","","","","X","X","X","","",""
"109833","Odontites jaubertianus (Boreau) D.Dietr. ex Walp., 1844","Odontite de Jaubert, Odontitès de Jaubert","TRES FAIBLE","PN","friches annuelles vernales à estivales, médio-européennes, des sols à texture grossière","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"109833","Odontites jaubertianus (Boreau) D.Dietr. ex Walp., 1844","Odontite de Jaubert, Odontitès de Jaubert","TRES FAIBLE","PN","friches annuelles vernales à estivales, médio-européennes, des sols à texture grossière","8-10","","","","","","","","","X","X","X","",""
"138122","Odontites jaubertianus var. jaubertianus (Boreau) D.Dietr. ex Walp., 1844","Odontite de Jaubert, Odontitès de Jaubert","DD","PN",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"718726","Odontites jaubertianus var. chrysanthus (Boreau) Bolliger","Odontite de Jaubert à fleurs dorées, Odontitès de Jaubert à fleurs jaunes","DD","PN","annuelles commensales des moissons basophiles, mésothermes","8-10","","","","","","","","","X","X","X","",""
"162062","Odontites vernus subsp. litoralis (Fr.) Nyman, 1881","Odontite du littoral, Odontitès du littoral","MAJEUR","-","annuelles pionnières hygrophiles des vases maritimes, méditerranéo-atlantiques, des schorre inférieur, moyen à supérieur et des sansouires","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"138126","Odontites luteus subsp. lanceolatus (Gaudin) P.Fourn., 1937","Odontite lancéolé, Euphraise lancéolée, Odontitès lancéolé","MODERE","-","annuelles des tonsures basophiles, européennes","6-9","","","","","","","X","X","X","X","","",""
"612521","Odontites luteus subsp. provincialis (Bolliger) J.-M.Tison, 2010","Odontite de Provence, Odontitès de Provence","FORT","-","annuelles des tonsures basophiles, européennes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"138137","Odontites vernus subsp. vernus (Bellardi) Dumort., 1827","Odontite printanier, Odontitès printanier, Odontite rouge, Euphraise rouge","TRES FORT","-",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"117624","Rhinanthus pseudoantiquus Kunz, 1969","Rhinanthe pseudo-antique","FORT","-","pelouses basophiles subalpines, pionnières, chionophiles","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"126925","Tozzia alpina L., 1753","Tozzie des Alpes","FAIBLE","PR","hémicryptophytaies des sources neutrophiles, planitiaires-collinéennes","6-8","","","","","","","X","X","X","","","",""
"82356","Anarrhinum bellidifolium (L.) Willd., 1800","Anarrhine à feuilles de pâquerette, Anarrhinante, Muflier à feuilles de pâquerette","TRES FORT","-","ourlets externes acidophiles à acidoclines, atlantiques, planitiaires-collinéens","5-10","","","","","","X","X","X","X","X","X","",""
"82357","Anarrhinum corsicum Jord. & Fourr., 1866","Anarrhine de Corse, Muflier de Corse, Anarrhinante de Corse","MODERE","-","pelouses acidophiles méditerranéennes","6-9","","","","","","","X","X","X","X","","",""
"610704","Anarrhinum laxiflorum Boiss., 1838","Anarrhine à fleurs lâches, Muflier à fleurs lâches","TRES FORT","-","lithophytes des dalles basophiles, mésoméditerranéennes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"131503","Antirrhinum tortuosum Bosc ex Lam., 1797","Muflier tortueux, Grand muflier tortueux, Gueule-de-loup sinueuse","TRES FORT","PR","chasmophytes de parois européennes et murs eutrophiles","5-8","","","","","","X","X","X","X","","","",""
"133184","Chaenorhinum minus subsp. pseudorubrifolium Gamisans, 1992","Chénorrhine fausse chénorrhine à feuilles rouges, Petite linaire à feuilles rougeâtres","TRES FORT","-","annuelles pionnières des éboulis planitiaires","5-10","","","","","","X","X","X","X","X","X","",""
"93755","Cymbalaria aequitriloba (Viv.) A.Chev., 1937","Cymbalaire à trois lobes égaux, Cymbalaire trilobée","MODERE","-","hémicryptophytaies des sources neutrophiles, orophiles, corso-sardes","5-7","","","","","","X","X","X","","","","",""
"93762","Cymbalaria hepaticifolia (Poir.) Wettst., 1891","Cymbalaire à feuilles d'hépatique","MODERE","-","hémicryptophytaies des sources neutrophiles, orophiles, corso-sardes","6-10","","","","","","","X","X","X","X","X","",""
"104500","Kickxia cirrhosa (L.) Fritsch, 1897","Kickxie à vrilles, Linaire à vrilles","MODERE","PN","annuelles des tonsures hygrophiles subméditerranéennes, oligotrophiles","5-8","","","","","","X","X","X","X","","","",""
"104501","Kickxia commutata (Bernh. ex Rchb.) Fritsch, 1897","Kickxie variable, Linaire de Grèce, Kickxie de Grèce, Linaire grecque, Linaire changée","FAIBLE","PN","pelouses acidophiles méditerranéennes","5-8","","","","","","X","X","X","X","","","",""
"104501","Kickxia commutata (Bernh. ex Rchb.) Fritsch, 1897","Kickxie variable, Linaire de Grèce, Kickxie de Grèce, Linaire grecque, Linaire changée","FAIBLE","PN","pelouses acidophiles méditerranéennes","5-8","","","","","","X","X","X","X","","","",""
"136993","Kickxia commutata subsp. commutata (Bernh. ex Rchb.) Fritsch, 1897","Kickxie variable, Linaire de Grèce, Kickxie de Grèce, Linaire grecque, Linaire changée","DD","PN",,"1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"106158","Linaria chalepensis (L.) Mill., 1768","Linaire de Chalep","MAJEUR","-","annuelles des tonsures acidophiles, mésothermes à thermophiles","4-6","","","","","X","X","X","","","","","",""
"106172","Linaria flava (Poir.) Desf., 1799","Linaire jaune","FAIBLE","PN","annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes, catalano-provençales à corse","3-4","","","","X","X","","","","","","","",""
"137330","Linaria flava subsp. sardoa (Sommier) A.Terracc., 1930","Linaire de Sardaigne, Linaire jaune de Sardaigne, Linaire jaune de Corse","FORT","PN","annuelles des tonsures acidophiles, thermophiles, thermoméditerranéennes, maritimes, catalano-provençales à corse","3-4","","","","X","X","","","","","","","",""
"106212","Linaria reflexa (L.) Desf., 1799","Linaire réfléchie, Linaire à fruits recourbés, Linaire à fruits renversés","FAIBLE","PN","annuelles commensales des cultures sarclées acidophiles, mésohydriques, des sols sableux","2-5","","","X","X","X","X","","","","","","",""
"106229","Linaria thymifolia (Vahl) DC., 1805","Linaire à feuilles de thym","FAIBLE","PN","pelouses des sables basophiles, subsubmaritimes, thermo-atlantiques, mésoxérophiles","6-8","","","","","","","X","X","X","","","",""
"106230","Linaria triphylla (L.) Mill., 1768","Linaire trifoliée, Linaire à feuilles par trois, Linaire à trois feuilles","DD","PR","annuelles commensales des moissons basophiles, thermophiles","4-6","","","","","X","X","X","","","","","",""
"87466","Callitriche brutia Petagna, 1787","Callitriche pédonculé","MODERE","-","herbiers aquatiques vivaces, enracinés, européens, des eaux douces à saumâtres, peu profondes","4-6","","","","","X","X","X","","","","","",""
"87466","Callitriche brutia Petagna, 1787","Callitriche pédonculé","MODERE","-","herbiers aquatiques, vivaces, enracinés, européens, des eaux douces stagnantes, peu profondes, méso à eutrophiles","4-6","","","","","X","X","X","","","","","",""
"87466","Callitriche brutia Petagna, 1787","Callitriche pédonculé","MODERE","-","annuelles des tonsures hygrophiles à hydrophiles, européennes","4-6","","","","","X","X","X","","","","","",""
"87471","Callitriche hamulata Kütz. ex W.D.J.Koch, 1837","Callitriche à crochets, Callitriche en hameçon","MODERE","-","herbiers aquatiques vivaces, enracinés, européens, des eaux douces à saumâtres, peu profondes","1-12","ajout floraison (1-12)","X","X","X","X","X","X","X","X","X","X","X","X"
"87471","Callitriche hamulata Kütz. ex W.D.J.Koch, 1837","Callitriche à crochets, Callitriche en hameçon","MODERE","-","herbiers aquatiques, vivaces, enracinés, européens, des eaux douces stagnantes, peu profondes, méso à eutrophiles","6-10","","","","","","","X","X","X","X","X","",""
"87471","Callitriche hamulata Kütz. ex W.D.J.Koch, 1837","Callitriche à crochets, Callitriche en hameçon","MODERE","-","herbiers aquatiques, vivaces, enracinés, des eaux douces, courantes, peu profondes","6-10","","","","","","","X","X","X","X","X","",""
"102870","Hippuris vulgaris L., 1753","Pesse commune, Pesse, Pesse d'eau, Hippuris commun","TRES FORT","-","parvoroselières circumboréales pionnières","5-8","","","","","","X","X","X","X","","","",""
"100348","Globularia nudicaulis L., 1753","Globulaire à tiges nues","FORT","-","pelouses basophiles subalpines, pionnières, chionophiles","4-6","","","","","X","X","X","","","","","",""
"100356","Globularia vulgaris L., 1753","Globulaire commune, Globulaire de Linné","MODERE","-","pelouses basophiles méridionales, sub/supraméditerranéennes, marnicoles, mésohygroclines","4-6","","","","","X","X","X","","","","","",""
"100576","Gratiola officinalis L., 1753","Gratiole officinale, Herbe au pauvre homme","FAIBLE","PN","prairies hydrophiles européennes","6-9","","","","","","","X","X","X","X","","",""
"106419","Littorella uniflora (L.) Asch., 1864","Littorelle à une fleur, Littorelle des étangs, Littorelle des lacs","MAJEUR","PN","parvogéophytaies amphibies exondables, oligotrophiles, laurasiennes","5-8","","","","","","X","X","X","X","","","",""
"113805","Plantago albicans L., 1753","Plantain blanchissant","FORT","-","pelouses basophiles mésoméditerranéennes, mésohydriques, sur sol relativement profond","4-7","","","","","X","X","X","X","","","","",""
